decade,lg,tp,len_bucket,ocrqa_bucket,n
2010,lb,article,200-400,0.7-0.8,1
2010,lb,ad,>=800,>=0.8,4
2010,lb,ad,600-800,>=0.8,1
2010,en,ad,600-800,>=0.8,36
1870,la,article,200-400,NA,13
1880,la,article,200-400,NA,18
1880,la,article,600-800,NA,12
1880,la,ad,200-400,NA,1
1890,it,article,>=800,NA,3
1910,la,article,>=800,NA,356
1910,la,article,200-400,NA,24
1910,la,article,400-600,NA,20
1910,la,article,600-800,NA,29
1910,la,article,<200,NA,9
1920,la,article,>=800,NA,227
1920,la,article,600-800,NA,22
1920,la,article,<200,NA,3
1920,la,article,200-400,NA,20
1920,la,article,400-600,NA,15
1930,de,article,>=800,NA,5456
1930,la,article,>=800,NA,170
1930,la,article,400-600,NA,11
1930,la,article,600-800,NA,16
1930,la,article,200-400,NA,20
1930,la,article,<200,NA,7
1930,it,article,200-400,NA,23
1940,la,article,600-800,NA,7
1940,de,article,400-600,NA,1094
1940,la,article,<200,NA,8
1940,la,article,400-600,NA,4
1940,la,article,200-400,NA,9
1950,de,article,400-600,0.5-0.6,2823
1950,fr,article,600-800,0.7-0.8,6973
1950,it,article,>=800,NA,2208
1950,la,article,<200,NA,7
1950,fr,article,400-600,0.7-0.8,10570
1950,la,article,600-800,NA,12
1950,la,article,400-600,NA,8
1950,la,article,200-400,NA,9
1950,it,article,200-400,NA,340
1950,de,article,200-400,0.6-0.7,13141
1950,de,article,600-800,0.6-0.7,3540
1950,fr,article,200-400,>=0.8,127936
1950,de,article,<200,0.5-0.6,4096
1950,fr,article,600-800,0.6-0.7,1431
1950,fr,article,400-600,0.6-0.7,1930
1950,de,article,600-800,0.5-0.6,1317
1950,fr,article,600-800,>=0.8,73244
1950,fr,article,600-800,0.5-0.6,146
1960,la,article,>=800,NA,58
1960,la,article,400-600,NA,3
1960,fr,article,400-600,0.5-0.6,431
1960,fr,article,400-600,>=0.8,151402
1960,la,article,200-400,NA,3
1960,la,article,600-800,NA,1
1960,de,article,<200,0.5-0.6,4395
1960,fr,article,600-800,0.7-0.8,11997
1960,de,article,>=800,<0.5,1249
1960,fr,article,600-800,>=0.8,123796
1960,fr,article,<200,0.6-0.7,4033
1970,fr,article,600-800,0.7-0.8,14177
1970,la,article,200-400,NA,2
1970,la,article,>=800,NA,39
1970,la,article,<200,NA,1
1970,de,article,<200,0.5-0.6,3595
1970,la,article,400-600,NA,4
1970,de,article,>=800,NA,6167
1970,de,article,200-400,<0.5,1450
1980,fr,article,600-800,0.7-0.8,6005
1980,fr,article,400-600,0.6-0.7,1497
1980,fr,article,600-800,0.5-0.6,281
1980,la,article,200-400,NA,2
1980,la,article,400-600,NA,9
1980,la,article,>=800,NA,26
1980,de,article,400-600,<0.5,219
1980,fr,article,<200,0.6-0.7,3109
1980,de,article,<200,<0.5,1068
1980,fr,article,<200,<0.5,319
1980,fr,article,<200,0.5-0.6,879
1990,la,article,>=800,NA,3
1990,it,article,400-600,NA,2146
1990,lb,ad,>=800,0.5-0.6,2
1990,de,article,600-800,0.5-0.6,516
1990,fr,ad,>=800,0.6-0.7,9556
1990,en,article,<200,>=0.8,247
1990,en,article,200-400,>=0.8,377
1990,en,article,400-600,>=0.8,589
1990,en,article,600-800,>=0.8,367
1990,fr,article,600-800,0.5-0.6,276
1990,lb,article,>=800,<0.5,2
1990,pt,article,>=800,NA,207
1990,fr,article,400-600,<0.5,203
2000,fr,article,200-400,0.6-0.7,2788
2000,lb,article,>=800,0.6-0.7,9
2000,lb,article,600-800,0.7-0.8,1
2000,la,article,200-400,NA,6
2000,la,article,>=800,NA,26
2000,la,article,600-800,NA,1
2000,fr,article,400-600,0.5-0.6,208
2000,lb,article,>=800,0.5-0.6,1
2000,fr,article,600-800,0.6-0.7,946
2000,fr,article,600-800,0.5-0.6,227
2000,la,article,<200,NA,1
2000,en,article,200-400,>=0.8,221
2000,en,article,200-400,0.7-0.8,21
2010,la,article,>=800,NA,11
2010,lb,ad,>=800,0.7-0.8,1
2010,lb,article,<200,0.7-0.8,2
2010,fr,article,200-400,0.6-0.7,1152
2010,fr,article,<200,0.5-0.6,155
2010,it,article,>=800,NA,15
2010,de,article,200-400,NA,7
2010,la,article,600-800,NA,1
2010,la,article,200-400,NA,1
2010,la,article,400-600,NA,2
2010,pt,article,>=800,NA,18
2010,fr,article,<200,0.6-0.7,541
2010,fr,ad,>=800,0.6-0.7,3547
2010,lb,article,200-400,0.6-0.7,1
2010,lb,article,200-400,0.5-0.6,1
2010,lb,article,>=800,<0.5,1
2020,fr,article,>=800,0.7-0.8,24
2020,de,article,>=800,>=0.8,353
2020,de,article,600-800,>=0.8,33
2020,fr,article,>=800,0.6-0.7,11
2020,de,article,<200,NA,11
2020,lb,article,>=800,>=0.8,6
2020,de,article,<200,>=0.8,24
2020,de,article,>=800,0.7-0.8,39
2020,de,article,400-600,0.7-0.8,12
2020,de,article,200-400,>=0.8,33
2020,de,article,600-800,0.7-0.8,12
2020,fr,article,200-400,0.7-0.8,6
2020,fr,article,200-400,>=0.8,4
2020,de,article,200-400,0.7-0.8,20
2020,fr,article,>=800,0.5-0.6,5
2020,de,article,>=800,0.5-0.6,7
2020,pt,article,>=800,NA,5
2020,de,article,>=800,NA,1
2020,de,article,<200,0.7-0.8,10
2020,de,article,200-400,NA,3
2020,la,article,200-400,NA,1
2020,la,article,400-600,NA,1
2020,la,article,>=800,NA,1
2020,fr,article,>=800,>=0.8,7
2020,fr,article,400-600,0.6-0.7,2
2020,fr,article,600-800,0.6-0.7,1
2020,de,article,>=800,0.6-0.7,14
2020,de,article,400-600,>=0.8,30
2020,fr,article,400-600,0.7-0.8,2
2020,fr,article,400-600,>=0.8,1
2020,fr,article,<200,>=0.8,1
2020,fr,article,600-800,0.7-0.8,3
2020,fr,article,200-400,0.6-0.7,2
2020,fr,article,>=800,<0.5,2
2020,lb,article,>=800,0.7-0.8,1
2020,fr,article,<200,0.6-0.7,1
2020,fr,article,400-600,0.5-0.6,1
2020,de,article,200-400,0.6-0.7,5
1880,lb,article,>=800,>=0.8,5
1880,lb,article,600-800,>=0.8,5
1880,lb,ad,>=800,0.5-0.6,1
1880,lb,ad,400-600,0.6-0.7,1
1860,de,article,600-800,NA,934
1860,de,article,200-400,NA,2865
1860,de,article,400-600,NA,2438
1860,fr,article,400-600,<0.5,55
1870,de,article,400-600,NA,3325
1870,de,article,600-800,NA,3818
1870,de,ad,>=800,NA,744
1930,de,ad,>=800,NA,2277
1930,lb,ad,400-600,<0.5,15
1930,lb,article,600-800,0.5-0.6,24
1930,lb,article,200-400,0.5-0.6,38
1930,lb,article,200-400,<0.5,8
1930,lb,article,600-800,<0.5,13
1940,de,article,600-800,NA,680
1930,da,ad,<200,NA,1
1940,lb,ad,>=800,<0.5,13
1940,en,ad,600-800,0.7-0.8,3
1950,lb,article,>=800,0.6-0.7,28
1950,lb,article,>=800,0.5-0.6,4
1950,lb,article,>=800,0.7-0.8,103
1950,de,ad,<200,<0.5,856
1950,lb,article,400-600,0.7-0.8,48
1950,fr,ad,<200,<0.5,2246
1950,fr,ad,<200,>=0.8,375915
1950,lb,article,200-400,0.7-0.8,67
1950,lb,article,400-600,0.6-0.7,10
1950,lb,article,200-400,0.5-0.6,7
1860,lb,article,>=800,0.5-0.6,33
1860,lb,article,200-400,0.7-0.8,16
1860,lb,article,200-400,>=0.8,5
1860,lb,article,>=800,0.7-0.8,37
1860,lb,article,600-800,0.6-0.7,10
1860,lb,article,400-600,0.6-0.7,8
1850,de,article,<200,NA,9991
1850,de,ad,>=800,>=0.8,139
1850,de,ad,<200,NA,1190
1850,de,article,600-800,NA,336
1850,de,article,>=800,NA,766
1850,de,article,200-400,NA,1817
1850,de,ad,400-600,>=0.8,62
1850,de,ad,600-800,0.7-0.8,164
1850,de,ad,600-800,>=0.8,34
1850,de,ad,<200,0.6-0.7,52
1850,de,article,400-600,NA,652
1940,en,ad,<200,>=0.8,210
1940,en,article,<200,NA,21
1940,en,ad,400-600,>=0.8,70
1940,en,ad,>=800,>=0.8,57
1940,en,ad,600-800,>=0.8,27
1940,en,ad,<200,NA,8
1940,en,article,<200,0.7-0.8,5
1950,en,article,>=800,>=0.8,192
1950,en,article,400-600,>=0.8,74
1950,en,article,600-800,>=0.8,40
1950,en,article,<200,>=0.8,71
1950,en,article,200-400,>=0.8,110
1950,en,ad,200-400,>=0.8,390
1950,en,ad,<200,>=0.8,425
1950,en,ad,<200,NA,13
1950,en,ad,400-600,>=0.8,154
1950,en,article,<200,NA,5
1950,en,ad,>=800,>=0.8,110
1950,en,ad,600-800,>=0.8,113
1940,en,ad,200-400,NA,1
1930,en,article,400-600,0.7-0.8,2
1860,de,ad,>=800,NA,405
1860,de,ad,600-800,NA,149
1860,de,ad,400-600,NA,216
1860,de,ad,200-400,NA,539
1870,de,ad,600-800,NA,275
1870,de,ad,400-600,NA,436
1870,de,ad,200-400,NA,899
1870,lb,ad,200-400,<0.5,1
1890,lb,ad,200-400,0.7-0.8,1
1890,lb,ad,200-400,0.6-0.7,1
1910,lb,ad,200-400,0.6-0.7,11
1920,lb,ad,>=800,<0.5,2
1930,en,article,>=800,0.7-0.8,6
1930,en,ad,>=800,0.7-0.8,4
1920,en,ad,200-400,0.6-0.7,10
1950,lb,article,>=800,>=0.8,57
1950,lb,article,200-400,>=0.8,107
1950,de,ad,200-400,>=0.8,10006
1950,fr,ad,400-600,>=0.8,110576
1950,de,ad,<200,>=0.8,11787
1950,lb,article,400-600,>=0.8,58
1950,de,ad,400-600,0.6-0.7,1656
1950,de,ad,<200,NA,19767
1950,fr,ad,600-800,>=0.8,48685
1950,lb,article,200-400,0.6-0.7,23
1950,de,ad,>=800,0.7-0.8,3259
1950,fr,ad,<200,0.7-0.8,50341
1950,de,ad,600-800,>=0.8,1284
1950,lb,ad,<200,>=0.8,138
1950,de,ad,200-400,0.7-0.8,6090
1950,fr,ad,400-600,0.7-0.8,22814
1950,de,ad,>=800,0.6-0.7,5925
1950,fr,ad,200-400,>=0.8,381486
1950,de,ad,<200,0.6-0.7,3818
1950,lb,article,600-800,0.7-0.8,18
1950,de,ad,<200,0.5-0.6,2059
1950,de,ad,600-800,0.6-0.7,987
1950,de,ad,>=800,>=0.8,2067
1950,fr,ad,>=800,0.7-0.8,32393
1950,lb,article,600-800,>=0.8,24
1950,de,ad,200-400,0.6-0.7,3719
1950,de,ad,600-800,0.7-0.8,1339
1950,fr,ad,200-400,0.6-0.7,11004
1950,de,ad,400-600,0.5-0.6,551
1950,de,article,200-400,NA,4144
1950,fr,ad,>=800,>=0.8,80048
1950,de,ad,400-600,>=0.8,2797
1950,fr,ad,<200,0.6-0.7,13425
1950,de,ad,200-400,0.5-0.6,1600
1950,lb,ad,600-800,0.6-0.7,22
1950,fr,ad,600-800,0.6-0.7,2943
1950,fr,ad,600-800,0.7-0.8,14094
1950,fr,article,<200,>=0.8,78647
1950,fr,ad,200-400,0.7-0.8,50098
1950,de,ad,200-400,<0.5,482
1950,de,ad,400-600,0.7-0.8,2829
1950,fr,ad,200-400,0.5-0.6,2594
1950,lb,ad,200-400,0.7-0.8,84
1950,de,ad,600-800,0.5-0.6,362
1950,lb,ad,400-600,0.6-0.7,21
1950,de,ad,>=800,NA,200
1950,lb,ad,<200,0.5-0.6,33
1950,lb,ad,<200,0.7-0.8,119
1950,de,article,400-600,NA,3094
1950,lb,ad,200-400,0.6-0.7,60
1950,lb,ad,>=800,0.6-0.7,56
1950,lb,article,600-800,0.6-0.7,9
1950,lb,ad,200-400,>=0.8,148
1950,lb,ad,400-600,0.7-0.8,52
1950,fr,ad,>=800,0.5-0.6,1094
1950,lb,ad,<200,0.6-0.7,67
1950,de,ad,>=800,0.5-0.6,3152
1950,lb,ad,>=800,0.7-0.8,29
1950,lb,ad,400-600,>=0.8,38
1950,lb,ad,600-800,0.7-0.8,28
1950,de,ad,400-600,<0.5,163
1950,de,article,600-800,NA,1005
1950,fr,ad,400-600,0.6-0.7,4729
1950,de,ad,200-400,NA,642
1950,fr,ad,>=800,0.6-0.7,9390
1950,fr,ad,<200,0.5-0.6,4128
1950,fr,ad,400-600,0.5-0.6,792
1950,de,ad,600-800,NA,123
1950,lb,article,<200,>=0.8,33
1950,lb,ad,200-400,0.5-0.6,15
1950,de,ad,400-600,NA,477
1950,fr,ad,600-800,0.5-0.6,336
1950,lb,ad,<200,<0.5,13
1950,de,article,200-400,0.5-0.6,5588
1950,fr,article,<200,0.7-0.8,14659
1950,de,ad,600-800,<0.5,91
1950,de,ad,>=800,<0.5,348
1950,lb,ad,>=800,0.5-0.6,32
1950,lb,ad,400-600,0.5-0.6,11
1960,de,ad,<200,NA,17855
1960,fr,ad,200-400,>=0.8,458256
1960,fr,ad,<200,0.7-0.8,53384
1960,fr,ad,200-400,0.7-0.8,65242
1960,en,ad,400-600,>=0.8,881
1960,fr,ad,<200,>=0.8,398128
1960,fr,ad,400-600,>=0.8,156859
1960,lb,article,>=800,>=0.8,60
1960,de,ad,>=800,>=0.8,2276
1960,fr,ad,600-800,>=0.8,76739
1960,de,ad,200-400,0.7-0.8,7219
1960,fr,ad,<200,0.6-0.7,13753
1960,de,ad,600-800,0.7-0.8,1330
1960,lb,article,400-600,0.7-0.8,12
1960,de,ad,>=800,0.5-0.6,2215
1960,de,ad,<200,>=0.8,11083
1960,de,ad,<200,0.7-0.8,5461
1960,de,ad,400-600,0.7-0.8,2914
1960,de,ad,200-400,>=0.8,16998
1960,lb,article,400-600,>=0.8,39
1960,fr,article,<200,0.7-0.8,13234
1960,de,ad,>=800,NA,228
1960,fr,ad,400-600,0.7-0.8,30391
1960,lb,ad,600-800,0.6-0.7,3
1960,de,ad,400-600,>=0.8,6632
1960,de,ad,400-600,0.6-0.7,1611
1960,lb,ad,<200,>=0.8,257
1960,de,ad,<200,<0.5,820
1960,fr,ad,>=800,>=0.8,123077
1960,de,ad,200-400,0.6-0.7,3876
1960,de,ad,200-400,NA,746
1960,fr,article,<200,>=0.8,73432
1960,de,ad,600-800,0.6-0.7,773
1960,lb,article,>=800,0.7-0.8,44
1960,de,ad,600-800,>=0.8,2808
1960,de,ad,400-600,0.5-0.6,759
1960,fr,ad,400-600,0.6-0.7,6084
1960,de,ad,200-400,0.5-0.6,1924
1960,lb,ad,<200,0.7-0.8,158
1960,lb,article,<200,>=0.8,65
1960,lb,article,200-400,>=0.8,91
1960,de,ad,200-400,<0.5,799
1960,de,ad,<200,0.5-0.6,2085
1960,lb,ad,<200,<0.5,12
1960,de,ad,400-600,NA,653
1960,lb,ad,<200,0.6-0.7,53
1960,de,ad,>=800,0.6-0.7,8639
1960,en,ad,400-600,0.7-0.8,6
1960,lb,ad,200-400,0.7-0.8,29
1960,lb,article,600-800,>=0.8,33
1960,lb,ad,600-800,0.5-0.6,3
1960,de,ad,>=800,0.7-0.8,3990
1960,lb,ad,200-400,0.6-0.7,14
1960,lb,article,200-400,0.7-0.8,20
1960,de,ad,<200,0.6-0.7,3408
1960,lb,ad,200-400,>=0.8,19
1960,de,article,<200,<0.5,2052
1960,de,ad,600-800,NA,169
1960,lb,ad,<200,0.5-0.6,29
1960,lb,ad,>=800,0.6-0.7,4
1960,de,ad,600-800,0.5-0.6,304
1960,fr,ad,>=800,0.6-0.7,12920
1960,fr,ad,200-400,0.5-0.6,2426
1960,lb,ad,400-600,0.5-0.6,1
1960,lb,article,600-800,0.7-0.8,5
1960,fr,ad,600-800,0.7-0.8,18130
1960,lb,article,>=800,0.6-0.7,7
1960,de,ad,400-600,<0.5,295
1960,lb,article,<200,0.7-0.8,10
1960,fr,ad,600-800,0.6-0.7,3805
1960,lb,ad,600-800,0.7-0.8,1
1960,lb,article,<200,<0.5,1
1960,fr,ad,<200,0.5-0.6,3411
1960,lb,ad,400-600,0.6-0.7,4
1960,de,ad,600-800,<0.5,71
1960,lb,ad,400-600,0.7-0.8,4
1960,en,ad,200-400,0.7-0.8,49
1960,fr,ad,<200,<0.5,986
1960,en,article,600-800,>=0.8,114
1960,en,article,>=800,>=0.8,324
1960,fr,article,400-600,<0.5,115
1960,en,ad,600-800,>=0.8,585
1960,en,ad,>=800,>=0.8,586
1960,lb,ad,>=800,0.7-0.8,2
1960,en,ad,200-400,>=0.8,1154
1960,fr,ad,>=800,<0.5,265
1960,de,ad,>=800,<0.5,281
1960,lb,ad,200-400,0.5-0.6,7
1960,lb,article,<200,0.5-0.6,1
1960,lb,article,>=800,0.5-0.6,2
1960,en,ad,<200,>=0.8,444
1960,en,article,<200,>=0.8,171
1960,lb,ad,600-800,>=0.8,1
1960,de,article,200-400,NA,4315
1960,de,article,200-400,<0.5,2058
1970,de,ad,600-800,>=0.8,3882
1970,de,ad,200-400,>=0.8,14322
1970,fr,ad,600-800,>=0.8,87988
1970,de,ad,400-600,0.7-0.8,2487
1970,lb,ad,<200,0.7-0.8,19
1970,fr,ad,200-400,0.7-0.8,70957
1970,de,ad,600-800,0.7-0.8,1401
1970,de,ad,<200,0.7-0.8,4361
1970,de,ad,200-400,0.7-0.8,5481
1970,fr,ad,<200,0.6-0.7,15652
1970,en,article,600-800,>=0.8,232
1970,de,ad,200-400,<0.5,559
1970,de,ad,>=800,0.5-0.6,3005
1970,en,ad,200-400,>=0.8,722
1970,de,ad,>=800,<0.5,372
1970,de,ad,600-800,0.5-0.6,263
1970,en,ad,400-600,>=0.8,607
1970,de,ad,600-800,<0.5,65
1970,en,ad,600-800,>=0.8,503
1970,de,ad,600-800,0.6-0.7,680
1970,de,ad,<200,0.5-0.6,1507
1970,fr,ad,400-600,0.6-0.7,6439
1970,lb,ad,<200,0.6-0.7,13
1970,de,ad,400-600,0.5-0.6,587
1970,en,ad,<200,>=0.8,373
1970,lb,ad,<200,<0.5,5
1970,en,article,400-600,>=0.8,218
1970,lb,ad,<200,0.5-0.6,6
1970,en,ad,>=800,>=0.8,1037
1970,lb,ad,200-400,0.6-0.7,6
1970,de,ad,>=800,NA,369
1970,de,ad,<200,<0.5,632
1970,lb,ad,600-800,>=0.8,7
1970,de,ad,400-600,<0.5,173
1970,lb,ad,200-400,0.5-0.6,5
1970,lb,ad,<200,>=0.8,17
1970,fr,ad,600-800,0.5-0.6,649
1970,de,article,400-600,NA,4264
1970,de,ad,400-600,NA,414
1970,fr,ad,<200,<0.5,1172
1970,de,article,200-400,NA,7853
1970,lb,ad,400-600,0.6-0.7,2
1970,en,article,200-400,>=0.8,225
1970,de,ad,600-800,NA,260
1970,lb,ad,400-600,0.7-0.8,1
1970,it,article,>=800,NA,1301
1970,pt,article,600-800,NA,1
1970,lb,ad,200-400,<0.5,2
1970,lb,ad,600-800,0.7-0.8,1
1970,lb,ad,400-600,<0.5,1
1970,lb,ad,600-800,0.5-0.6,1
1980,en,article,600-800,>=0.8,312
1980,de,ad,>=800,<0.5,120
1980,lb,ad,>=800,0.5-0.6,5
1980,en,article,400-600,>=0.8,494
1980,fr,ad,<200,0.5-0.6,3930
1980,fr,ad,<200,<0.5,1055
1980,it,article,>=800,NA,961
1980,lb,ad,<200,0.5-0.6,9
1980,fr,ad,>=800,0.5-0.6,2262
1980,en,ad,>=800,<0.5,28
1980,en,ad,>=800,0.5-0.6,3
1980,en,ad,<200,>=0.8,314
1980,en,ad,200-400,>=0.8,786
1980,en,ad,600-800,>=0.8,600
1980,en,ad,200-400,0.7-0.8,15
1980,de,article,400-600,NA,2368
1980,en,ad,>=800,>=0.8,1717
1980,pt,article,>=800,NA,3
1980,en,ad,400-600,>=0.8,768
1980,lb,ad,<200,<0.5,2
1980,en,article,<200,>=0.8,92
1980,de,ad,600-800,<0.5,39
1990,en,ad,>=800,0.7-0.8,38
1990,de,ad,400-600,NA,332
1990,de,ad,>=800,NA,370
1990,en,ad,>=800,>=0.8,2559
1990,en,ad,400-600,>=0.8,672
1990,nl,ad,>=800,NA,5
1990,en,ad,600-800,>=0.8,546
1990,en,ad,<200,>=0.8,303
1990,fr,ad,>=800,0.5-0.6,1523
1990,en,ad,200-400,>=0.8,686
1990,lb,ad,>=800,<0.5,3
1990,de,ad,600-800,NA,165
1990,fr,ad,<200,<0.5,684
1990,lb,ad,600-800,0.6-0.7,1
1990,lb,ad,600-800,0.5-0.6,2
1990,de,ad,600-800,<0.5,41
1990,fr,ad,600-800,0.5-0.6,287
1990,pt,article,200-400,NA,20
1990,en,ad,200-400,0.7-0.8,18
1990,fr,ad,600-800,<0.5,97
2000,en,ad,600-800,>=0.8,99
2000,de,ad,600-800,<0.5,16
2000,en,ad,200-400,>=0.8,224
2000,en,ad,>=800,>=0.8,1183
2000,en,ad,400-600,>=0.8,180
2000,en,ad,<200,>=0.8,207
2000,en,article,400-600,>=0.8,133
2000,lb,ad,<200,<0.5,1
2000,en,ad,400-600,0.7-0.8,1
2000,fr,ad,400-600,0.5-0.6,183
2000,fr,ad,<200,0.5-0.6,1598
2000,de,ad,600-800,NA,68
2000,lb,ad,>=800,0.6-0.7,1
2000,en,article,600-800,>=0.8,139
2000,en,ad,400-600,0.6-0.7,1
2000,fr,ad,600-800,0.5-0.6,112
2000,fr,ad,<200,<0.5,323
2000,de,ad,>=800,<0.5,53
2000,lb,ad,400-600,0.5-0.6,1
2000,en,ad,<200,0.7-0.8,42
2000,lb,ad,600-800,0.5-0.6,1
2000,lb,ad,200-400,<0.5,1
1840,de,ad,200-400,0.7-0.8,77
1840,de,ad,400-600,0.6-0.7,22
1840,lb,article,200-400,0.5-0.6,2
1840,de,ad,<200,0.5-0.6,14
1840,de,ad,>=800,0.6-0.7,154
1840,de,ad,200-400,>=0.8,82
1840,de,ad,>=800,>=0.8,79
1840,de,ad,400-600,0.7-0.8,56
1840,de,ad,200-400,0.6-0.7,99
1840,de,ad,<200,>=0.8,54
1840,de,ad,<200,0.6-0.7,24
1840,de,ad,200-400,0.5-0.6,38
1840,de,ad,400-600,>=0.8,47
1840,de,ad,400-600,0.5-0.6,2
1840,de,ad,600-800,0.7-0.8,27
1840,lb,article,<200,0.6-0.7,2
1840,de,ad,600-800,0.5-0.6,2
1840,de,ad,400-600,NA,2
1850,de,article,<200,<0.5,269
1850,lb,article,200-400,<0.5,1
1850,lb,ad,600-800,<0.5,1
1850,de,ad,200-400,NA,42
1850,de,ad,>=800,NA,17
1850,de,ad,400-600,NA,9
1850,de,ad,600-800,NA,3
1860,lb,article,<200,>=0.8,4
1860,it,ad,<200,NA,2
1860,lb,ad,<200,0.6-0.7,1
1860,lb,article,<200,<0.5,2
1860,lb,article,>=800,<0.5,9
1860,lb,ad,>=800,<0.5,1
1860,lb,ad,400-600,<0.5,1
1860,lb,article,200-400,0.5-0.6,3
1860,lb,article,<200,0.6-0.7,4
1870,lb,ad,200-400,0.5-0.6,1
1870,lb,ad,>=800,<0.5,1
1870,lb,article,600-800,<0.5,1
1870,lb,article,400-600,<0.5,1
1870,lb,ad,<200,0.6-0.7,1
1870,lb,article,<200,0.7-0.8,39
1880,lb,ad,200-400,0.6-0.7,1
1880,en,ad,<200,<0.5,1
1890,lb,ad,<200,0.7-0.8,2
1890,it,ad,200-400,NA,20
1900,lb,ad,200-400,0.6-0.7,2
1910,lb,ad,>=800,<0.5,11
1910,lb,ad,<200,>=0.8,7
1910,lb,ad,400-600,0.6-0.7,7
1910,lb,article,<200,0.5-0.6,5
1910,el,ad,>=800,NA,4
1910,el,article,>=800,NA,4
1910,el,ad,200-400,NA,1
1910,lb,ad,600-800,0.5-0.6,5
1910,lb,ad,400-600,0.5-0.6,5
1910,lb,article,400-600,<0.5,2
1910,lb,article,200-400,<0.5,4
1920,lb,ad,600-800,<0.5,4
1930,it,ad,<200,NA,58
1930,lb,article,400-600,<0.5,9
1930,en,ad,600-800,>=0.8,9
1940,it,article,600-800,NA,52
1940,en,article,600-800,0.7-0.8,3
1940,it,article,400-600,NA,33
1940,en,ad,<200,0.7-0.8,31
1950,de,article,600-800,<0.5,200
1950,de,article,200-400,<0.5,1288
1950,lb,article,<200,0.6-0.7,7
1950,lb,ad,>=800,>=0.8,7
1950,lb,article,<200,0.7-0.8,12
1950,fr,ad,>=800,<0.5,873
1950,de,article,400-600,<0.5,441
1950,fr,article,200-400,<0.5,643
1950,fr,article,<200,0.6-0.7,3936
1950,lb,article,400-600,0.5-0.6,4
1950,lb,ad,600-800,0.5-0.6,6
1950,lb,ad,>=800,<0.5,1
1950,lb,article,600-800,0.5-0.6,1
1950,de,article,<200,<0.5,1924
1950,lb,ad,600-800,>=0.8,6
1850,lb,ad,<200,>=0.8,1
1910,lb,ad,>=800,>=0.8,1
1910,lb,article,>=800,>=0.8,35
1910,lb,article,200-400,NA,5
1910,lb,ad,<200,NA,19
1910,lb,ad,400-600,NA,1
1910,lb,article,<200,NA,21
1910,lb,ad,>=800,0.6-0.7,12
1910,lb,article,600-800,>=0.8,14
1910,lb,ad,>=800,NA,1
1910,lb,article,400-600,>=0.8,13
1910,lb,ad,600-800,<0.5,3
1910,lb,ad,600-800,0.6-0.7,2
1910,lb,ad,>=800,0.7-0.8,5
1910,lb,ad,600-800,NA,1
1910,lb,ad,400-600,0.7-0.8,5
1910,lb,ad,200-400,>=0.8,4
1910,lb,ad,600-800,>=0.8,2
1910,lb,article,400-600,NA,1
1910,lb,article,<200,<0.5,1
1910,lb,ad,400-600,>=0.8,1
1920,lb,ad,400-600,NA,1
1920,lb,article,400-600,NA,1
1970,fr,article,400-600,<0.5,526
1970,fr,article,200-400,0.5-0.6,948
1970,fr,article,400-600,0.5-0.6,573
1970,fr,article,>=800,NA,26159
1970,fr,article,<200,NA,275417
1970,fr,article,600-800,0.5-0.6,275
1980,fr,article,>=800,NA,53039
1980,fr,article,400-600,0.5-0.6,305
1980,fr,article,<200,NA,336997
1980,fr,ad,<200,NA,351056
1980,fr,article,200-400,NA,14314
1980,fr,article,600-800,NA,4977
1980,fr,article,400-600,<0.5,191
1980,en,article,>=800,0.5-0.6,2
1990,fr,article,>=800,NA,49739
1990,nl,article,200-400,NA,1
1990,fr,article,600-800,NA,5862
1990,fr,article,<200,NA,263364
1990,fr,ad,200-400,<0.5,230
1990,fr,article,200-400,NA,14788
1990,fr,article,400-600,NA,8046
1990,fr,article,200-400,<0.5,253
1990,fr,ad,<200,NA,252410
1990,fr,article,600-800,<0.5,223
1990,en,article,>=800,0.7-0.8,9
2000,fr,article,>=800,NA,31268
2000,fr,article,<200,NA,196962
2000,fr,article,600-800,NA,6267
2010,fr,article,>=800,NA,8316
2010,en,article,<200,>=0.8,33
2010,en,article,>=800,0.7-0.8,1
1890,lb,ad,>=800,0.7-0.8,1
1910,lb,article,600-800,<0.5,2
1950,fr,ad,600-800,<0.5,429
1950,fr,ad,200-400,<0.5,2197
1950,fr,article,600-800,<0.5,273
1950,fr,article,<200,<0.5,536
1960,de,article,400-600,<0.5,850
1960,de,article,600-800,<0.5,402
1960,fr,ad,200-400,<0.5,696
1970,de,article,600-800,NA,3381
1980,lb,article,<200,<0.5,1
1990,de,article,400-600,<0.5,252
2000,lb,article,400-600,0.6-0.7,1
2010,de,ad,200-400,<0.5,37
2010,de,ad,<200,<0.5,30
2010,de,ad,400-600,<0.5,11
2010,de,ad,>=800,0.5-0.6,14
2010,de,article,<200,<0.5,25
2010,de,ad,>=800,<0.5,8
2010,de,ad,600-800,<0.5,5
2020,de,ad,200-400,0.6-0.7,7
2020,de,ad,200-400,0.5-0.6,10
2020,de,ad,>=800,0.5-0.6,1
2020,de,article,600-800,0.6-0.7,10
2020,de,ad,200-400,<0.5,4
2020,de,ad,>=800,0.6-0.7,2
2020,de,article,400-600,0.5-0.6,7
2020,de,ad,<200,NA,5
2020,de,ad,600-800,0.6-0.7,2
2020,de,article,600-800,0.5-0.6,2
2020,de,ad,<200,<0.5,3
2020,de,ad,>=800,<0.5,1
